1,2,1,1314860400
3,4,2,1362124800
5,6,3,1178002800
5,6,4,1178002800
7,8,5,1354348800
9,10,6,1214895600
9,10,7,1214895600
9,10,8,1214895600
9,10,9,1214895600
9,10,10,1214895600
9,10,11,1214895600
10,9,12,1214895600
10,9,13,1214895600
10,9,14,1214895600
11,12,15,1304233200
11,12,16,1304233200
11,12,17,1304233200
12,11,18,1304233200
12,11,19,1304233200
12,11,20,1304233200
13,14,21,1178002800
13,14,22,1178002800
13,14,23,1178002800
13,14,24,1178002800
13,14,2,1178002800
14,13,25,1175410800
14,13,26,1175410800
14,13,27,1175410800
15,16,28,1164960000
15,16,29,1164960000
15,16,30,1164960000
16,15,31,1164960000
16,15,32,1164960000
16,15,33,1164960000
16,15,34,1164960000
16,15,35,1164960000
16,15,36,1164960000
16,15,37,1164960000
16,15,38,1164960000
16,15,39,1164960000
17,8,40,1104566400
17,8,41,1104566400
17,8,42,1104566400
17,8,43,1104566400
17,8,44,1104566400
17,8,45,1104566400
17,8,46,1104566400
17,8,47,1104566400
17,8,48,1104566400
8,17,49,1104566400
8,17,50,1104566400
8,17,51,1104566400
8,17,52,1104566400
18,19,53,1212303600
18,19,54,1212303600
18,19,55,1212303600
18,19,56,1212303600
19,18,57,1212303600
19,18,58,1212303600
19,18,59,1212303600
19,18,60,1212303600
19,18,60,1212303600
19,18,61,1212303600
19,18,62,1212303600
19,18,63,1212303600
19,18,64,1212303600
19,18,65,1212303600
19,18,66,1212303600
20,21,67,1301641200
20,21,68,1301641200
20,21,69,1301641200
21,20,70,1301641200
21,20,71,1301641200
21,20,72,1301641200
21,20,73,1301641200
21,20,2,1301641200
22,23,74,1188630000
22,23,75,1188630000
23,22,76,1183273200
24,25,77,1306911600
26,27,78,1441090800
28,29,79,1398927600
30,31,80,1320130800
30,31,81,1320130800
30,31,82,1320130800
31,30,83,1320130800
32,33,84,1362124800
32,33,85,1362124800
33,32,86,1362124800
33,32,87,1362124800
33,32,88,1362124800
33,32,89,1362124800
33,32,90,1362124800
32,33,91,1391241600
34,35,92,1238569200
34,35,93,1238569200
