511,101322,2236,4855
5041,13082,5042,21902
1228,38718,120,34350
1228,31158,1753,9425
1228,38724,120,34351
1228,38725,41,18024
1228,38730,1054,82622
1228,38737,41,18031
1228,38738,1304,37126
1228,38739,41,18033
1228,17983,1304,37127
1228,38740,41,18035
1228,38741,1304,37141
1228,38742,1304,37144
1228,38743,1304,37145
1228,15011,1304,37146
1228,38745,1304,37148
1228,2260,1304,36998
1228,38748,1304,37149
1228,29430,1304,37150
1228,38749,1304,37151
1228,38750,1304,37152
1228,38751,1304,37153
1228,38763,9054,52724
1228,38764,70,26495
1228,38765,9054,52729
1228,38766,70,11586
1228,38780,70,26499
1228,38782,70,26500
1228,38783,70,26503
1228,25076,225,75079
1228,38787,70,26505
1228,38788,70,26506
1228,36862,4826,16189
1228,36862,70,26507
1228,38801,47,80163
1228,38806,70,26508
1228,17982,92,45275
1228,38819,47,80179
1228,38821,1432,100950
1228,38822,70,26509
1228,38827,64,35422
1228,17982,1827,45980
1228,38725,1827,45981
1228,36914,64,35424
1228,38837,64,35452
1228,38839,47,80180
1228,38840,64,35453
1228,5439,47,80197
1228,38875,573,15145
1228,21563,411,21541
1228,21545,411,21542
1228,38818,5260,96292
1228,22854,51,22845
1228,38900,149,64629
1228,38907,6308,26846
1228,2438,585,8772
1228,18073,1202,21347
1228,38933,1606,96616
1228,38934,1606,38905
1228,37122,972,66206
1228,37018,1202,66644
1228,2102,1202,38912
1228,38938,1202,38811
1228,38939,1202,42813
1228,10354,972,66250
1228,7961,1180,74611
1228,38940,1202,66645
1228,2209,1202,38853
1228,38961,7359,90902
1228,38962,93,92188
1228,38965,12,13328
1228,37050,1127,44055
1228,38750,6274,29393
1228,16945,6274,57995
1228,38975,852,53127
1228,15056,565,43107
1228,39010,565,44646
1228,8972,12,94409
7434,27719,1469,44742
1178,77414,2493,99313
1178,55909,594,9317
1178,77445,4588,41930
1178,77457,2442,38891
1178,77458,2442,43600
1386,2073,693,39410
1386,2074,1387,65538
2266,49842,1992,71173
2266,43931,3261,50417
2266,49851,1507,3874
2266,2881,3293,27739
2266,17789,361,15695
2266,49866,1507,3916
3390,3632,2591,31244
2307,31391,3171,39918
2307,69269,340,17901
2307,69271,740,7427
2307,69295,814,64970
2307,3781,2231,82218
1056,69315,536,6408
466,51297,2816,5345
3,4,6,83256
49,39052,1593,21558
2071,69334,2374,69230
2071,69347,341,62119
2071,69348,341,62120
2071,18247,341,62124
1393,36299,474,4798
1393,36303,741,87695
1393,36314,453,50400
1393,36319,127,22382
40,67,62,46
4552,69365,1078,56828
2055,69372,1081,27971
2055,69380,2053,3434
1917,86620,1863,35182
2096,39331,519,90843
3206,69413,478,39284
1191,88018,2459,88206
1901,69455,2022,10280
1901,69458,1875,43979
1901,69460,1081,28016
1901,69462,1067,43927
1901,69470,341,62099
1901,35967,3567,39663
2562,4601,2036,9212
2562,4604,478,7327
1334,1992,855,29998
1334,2008,1344,32444
1334,2013,47,59422
1334,2029,1355,34306
4767,13167,3140,16425
9047,15811,957,47737
4472,27790,1339,59598
456,35299,2054,21134
456,35301,2082,27526
456,35307,361,35698
456,35312,525,1526
468,39128,1963,36258
661,13183,424,44761
661,13190,1127,38756
661,13191,1011,25918
661,13202,950,49109
661,13203,1462,29441
661,13214,656,52213
1261,32136,1342,14969
1261,75001,47,3743
1261,11583,855,12554
1261,94843,25,74234
1261,94848,92,10015
1462,26801,1339,78052
1462,39147,1344,32452
1462,39152,52,81289
1462,39153,1341,35567
1462,20290,2851,77239
1462,39158,1344,32453
1462,39159,1344,32488
1462,39160,60,47670
1462,39161,60,15768
1462,12404,48,39155
1462,39162,60,95785
1462,39163,60,95787
1462,39169,1633,39223
1462,39188,6458,39229
1462,39195,7125,27697
1462,39203,4770,39211
1462,39205,1443,14745
1462,39215,1589,39143
1462,39216,1589,39219
1462,39218,1589,41464
1462,39220,4001,52086
1462,22730,4001,15129
1462,21059,1589,41465
1462,31977,1657,34918
1462,39238,1443,14798
1462,26795,3757,3042
1462,32450,606,32450
1462,39244,606,39160
1462,39263,611,39209
1462,39272,3032,16198
1462,5416,3032,77239
1462,39273,42,39188
1462,39275,656,14798
5270,26783,3033,39550
5270,21065,277,45685
1586,77604,8923,45875
6516,94887,649,33536
1080,94900,525,1531
1080,94902,1084,6752
1544,9057,190,9157
1544,92121,1348,9053
1544,42675,47,80227
1544,59779,1348,39532
1544,9038,1348,8998
6197,94920,2464,15982
6197,94922,47,80241
5082,13318,167,56157
4114,39285,1322,64079
1094,80567,799,70285
1094,80568,525,1553
1094,80570,1238,35092
948,102704,580,83381
948,102707,947,100613
948,102708,947,100616
948,102709,947,100618
948,102710,947,100630
948,53371,947,100631
948,102711,947,100632
948,4627,947,100633
948,20987,947,100635
948,32179,5221,75791
948,102741,3273,53366
948,102742,3273,53367
948,53437,3273,53368
948,102744,3273,53369
948,102749,3273,53370
948,69621,3273,53371
948,37648,3273,53372
948,102750,3273,53373
948,102751,3273,53374
948,102752,3273,53375
948,102753,3273,53376
948,102754,3273,23064
948,102755,3273,53377
948,102756,3273,53378
948,102757,3273,53379
948,102758,3273,53380
948,102759,3273,53381
948,102760,3273,53382
948,102761,3273,53383
948,53426,3273,53384
948,94119,3273,5375
948,102762,3273,53385
948,94252,3273,53386
948,102763,3273,53387
948,102764,3273,53388
948,102765,3273,53389
948,102766,3273,53390
948,102767,3273,53391
948,102768,3273,53392
948,102769,3273,12734
948,102770,3273,30290
948,102771,3273,53393
948,102772,3273,53394
948,77281,3273,53395
948,9431,3273,2473
948,94833,3273,53396
948,20345,3273,4171
948,102773,3273,53397
948,71229,3273,16801
948,19470,3273,53398
948,102774,3273,53399
948,48508,3273,2737
948,102775,3273,53400
948,102776,3273,53401
948,53376,5906,51416
948,15582,5906,16339
948,53377,5906,51419
948,102780,6979,70993
948,102788,6915,68853
948,23149,6915,23149
948,102790,1311,79041
948,102798,2989,79786
948,102799,2989,79787
948,102800,2989,79771
948,102801,2989,79824
948,91906,646,76779
948,71215,4113,71200
948,71235,4113,71223
948,71227,4113,71226
948,20975,4113,71229
948,69638,4113,71243
948,102834,3029,84270
10582,94958,4112,28983
10582,94959,4990,97007
227,25082,1660,25069
5093,13368,1083,27073
1825,26866,726,24872
1478,51438,1810,40680
9117,74759,3198,37533
9117,7120,1059,48904
9117,74764,9609,13496
9119,69437,693,39409
586,59609,92,9943
586,59617,29,51737
4012,26877,190,9161
4012,26884,70,26439
2920,39302,6226,20578
2920,39304,2953,18197
2920,39306,2952,10972
2920,39308,9107,54871
2920,39309,2952,10974
2920,39311,2113,6262
193,224,200,34781
193,226,200,87213
193,227,200,87214
193,231,200,87215
193,233,200,49736
193,237,200,8876
193,239,208,59949
9022,63424,2602,38555
217,251,221,79067
217,316,260,61126
217,344,204,23046
217,350,280,24149
803,77726,2664,15595
803,14407,1317,52476
803,77745,5611,54697
803,26750,48,85633
803,77749,5643,90036
803,77768,3274,89233
5113,13409,825,9513
3795,94992,719,32892
428,39346,90,87126
7486,21095,471,35196
353,21208,707,42149
353,39456,431,37700
465,39484,363,3269
6287,17820,2802,37800
6287,36549,162,24631
2102,28963,2101,3516
2102,51530,88,39391
4579,51553,6737,33123
42,2499,4970,39533
42,16457,3033,39596
42,39535,3033,42929
42,39539,1348,80407
42,39550,225,48907
8685,17175,8686,90010
1464,13421,267,29830
1464,13425,981,7729
5079,83529,399,45243
5467,39650,162,24157
3567,39665,2732,87876
121,1404,48,14673
121,102910,206,34512
4633,77813,2815,39993
738,102920,3018,25657
738,51127,2092,38699
4363,24927,5137,9215
4363,44375,5137,950
4363,62819,5137,7444
9172,99136,3078,42161
374,483,379,86316
374,484,379,86322
374,514,387,85048
374,515,387,85049
374,521,151,12935
410,579,424,98643
1864,13442,433,26213
1864,13444,5128,42163
1864,13448,361,35717
1864,13451,2469,28640
1864,6746,515,38366
1864,13468,5134,18245
1864,13470,801,3384
1864,13471,2080,22546
1864,13472,474,4834
1864,13441,733,68116
1864,13476,815,78076
1864,13487,1951,39400
2234,13495,1392,60248
2234,13498,1392,60249
2234,13499,2983,25590
1095,86629,525,1557
3367,13526,677,13526
3293,942,1946,43834
2790,13549,5144,64456
2790,13567,1873,21866
601,31519,48,85752
601,95064,838,57303
601,11313,1532,11906
601,61068,267,29734
601,95084,2559,90176
601,95085,2559,90177
601,95100,4376,97654
1961,39719,2181,21185
2280,5564,4445,7762
2280,26973,6131,69006
2250,66962,7563,77031
2376,90050,705,4193
2376,88092,1239,99381
4678,12411,1839,91676
4678,102977,1453,100811
4874,69712,2198,73823
2958,17880,1054,82612
3294,6680,48,85938
1108,69719,2854,5320
2315,3114,691,98823
251,39735,254,64334
251,39736,254,64340
251,39745,145,73897
6376,69739,7026,2278
506,659,475,101842
506,670,516,3681
506,672,518,35903
506,676,523,103069
506,683,480,8319
506,691,535,3242
506,694,451,7700
953,72633,600,6180
1415,27430,206,23576
2826,86851,566,50060
2826,73874,566,66756
2826,80098,1158,48177
7481,27017,467,68110
228,23560,842,170
228,4517,749,11501
228,57142,2861,46816
228,103016,149,64574
228,64593,149,29394
228,26766,296,259
228,44522,260,61035
133,13739,245,2159
133,13740,245,2386
133,13839,60,95889
133,13840,60,77294
133,13841,60,38051
133,13846,3101,23389
133,13847,1616,5511
133,13867,143,84821
133,13876,914,76594
133,4685,852,13887
133,13885,852,53129
133,13887,852,53137
484,13917,451,37601
484,11087,451,7661
484,13938,5200,71121
1583,39775,5990,19570
1583,39778,1687,45741
1583,39784,143,84613
1583,39805,4805,61742
794,59734,363,19447
6006,70183,6005,17979
739,103040,474,4853
739,103051,784,88525
9338,31372,594,14476
2946,27281,1839,75247
2946,29913,190,9123
2836,27111,4453,43949
663,28905,222,41178
663,69811,298,22650
1621,8416,495,4871
1621,51668,9580,39445
1339,57179,1335,13333
1339,10398,1335,73963
1339,33680,1142,87203
1339,16682,1843,80507
1339,9646,2216,80034
1339,77980,205,59598
1339,77981,1589,6237
1339,74317,4001,52089
1339,34754,277,67644
1339,77987,149,54096
1339,78023,223,28205
1339,52622,1362,53676
1339,1911,78,16499
2330,51687,3341,71463
4583,20840,369,23570
4583,95219,4174,7221
9787,86922,1634,46241
384,3561,305,10829
581,772,588,5547
581,773,72,18924
6892,87053,3273,53364
7506,27164,4008,37849
29,25290,369,23565
29,51751,1002,72367
29,51758,1002,72369
29,51759,1002,72371
29,51785,1002,72373
29,25280,277,67691
29,31044,277,67692
29,51840,2583,74736
29,51841,2583,76912
29,51791,623,8869
4896,12556,1907,5656
1947,3918,463,40872
1947,13965,814,12395
1947,3164,501,10268
1947,11087,695,3189
1947,13971,451,27529
1947,13984,462,3926
1947,13985,3078,42193
1947,13991,1888,35796
1668,65303,225,6188
1668,65312,225,9131
1668,65315,60,95835
1668,58789,3939,18371
2368,29439,255,11362
2368,73338,238,26149
1937,39859,2981,83703
1937,6336,344,6358
1891,39864,557,28793
1891,39879,9175,65552
1891,39889,876,7617
1891,39890,876,7618
1891,39891,3585,19853
1891,39892,876,7619
1891,39893,876,7620
1891,39894,876,7622
3281,87906,4123,29079
2179,27202,7516,39904
3039,83585,1564,80494
