3,25923
3,53783
3,31650
3,352171
3,352172
3,352173
3,352174
3,352175
3,352176
3,352177
13,352178
13,352179
15,352180
15,352181
15,352182
15,352183
15,352184
40,352185
40,352186
40,83
40,352187
40,52995
40,352188
40,59407
40,51579
40,352189
40,2732
40,352190
40,352191
40,34276
40,28978
40,352192
40,352193
40,61
40,352194
40,352195
40,352196
40,352197
40,352198
40,352199
40,352200
40,352201
40,31878
40,352202
40,352203
40,352204
40,61244
40,16167
40,352205
40,352206
40,352207
40,352208
40,352209
40,352210
40,5237
40,352211
40,352212
40,352213
40,352214
40,352215
17228,163221
17229,352216
91,352217
91,352218
91,352219
91,352220
101,117
101,116
108,292548
17230,352221
17230,352222
17230,239628
122,352223
122,352224
122,142397
122,352225
124,352226
124,352227
124,352228
124,352229
124,352230
124,352231
124,352232
124,352233
17231,352234
128,352235
128,352236
136,352237
136,352238
136,21329
136,352239
136,182
136,32132
136,15224
136,352240
136,352241
136,86097
136,97258
136,352242
136,31913
136,18102
136,352243
136,352244
136,30163
136,79713
136,8617
136,21627
136,1976
136,352245
136,17522
136,68218
136,16713
136,46373
136,352246
136,352247
136,352248
136,352249
136,31511
136,33120
136,5730
136,48657
136,352250
136,352251
136,61916
136,18622
136,18428
136,32300
136,352252
136,54357
136,352253
136,352254
136,56859
136,77167
136,84620
163,15295
163,352255
163,188
163,210040
165,352256
165,176607
165,352257
165,352258
165,192
165,352259
165,352260
165,352261
165,198
17232,352262
187,9627
187,23081
187,256444
187,46948
187,352263
187,352264
187,27267
187,16210
187,1313
187,53256
187,21905
193,352265
193,28208
193,352266
193,352267
193,48483
193,352268
193,352269
193,352270
193,53221
193,49215
193,37801
193,90520
193,54824
193,10354
193,53905
193,352271
193,53684
193,5337
193,39536
193,39571
193,44759
193,143355
193,24497
193,31562
217,352272
217,352273
217,352274
217,51565
217,352275
217,29948
217,63470
217,352276
217,352277
217,352278
217,78825
217,262
217,352279
217,352280
217,55553
217,352281
217,17533
217,352282
217,41359
217,352283
217,28224
217,93314
217,44810
217,352284
217,352285
217,352286
217,352287
217,352288
217,352289
217,352290
217,47411
217,352291
217,352292
217,352293
217,81089
217,352294
217,34944
217,352295
217,352296
217,352297
217,11785
217,2215
217,352298
217,352299
217,77297
217,5563
217,26113
217,17493
217,352300
217,352301
217,352302
217,352303
217,156266
217,352304
217,29853
217,352305
217,352306
217,352307
217,352308
217,352309
217,352310
217,28171
217,7221
217,352311
217,61958
217,352312
217,48056
217,352313
217,352314
217,4711
217,352315
217,53659
217,25421
217,352316
217,58269
217,119994
217,352317
217,352318
217,352319
217,352320
217,352321
217,352322
217,352323
217,156292
217,352324
217,352325
217,352326
217,48140
217,156295
217,39173
217,322
217,352327
217,96841
217,352328
217,352329
217,352330
217,93624
217,352331
217,352332
217,352333
217,352334
217,352335
217,352336
217,17571
217,13762
217,27241
217,352337
217,27256
217,13877
217,239590
217,9123
217,51472
217,352338
217,352339
217,352340
217,352341
217,352342
217,352343
217,57337
217,352344
217,352345
217,352346
217,352347
217,352348
217,352349
217,352350
217,17851
217,352351
217,350237
217,352352
217,352353
217,52465
217,352354
217,352355
217,352356
217,273
217,352357
217,64872
217,352358
217,352359
217,352360
217,58562
217,16016
217,352361
217,352362
217,57109
217,31037
217,352363
217,352364
217,352365
217,352366
217,352367
217,352368
217,352369
217,5461
217,11814
217,68236
217,352370
217,4780
217,352371
217,352372
217,40154
217,10936
217,352373
217,352374
217,352375
217,352376
217,352377
217,352378
217,352379
217,352380
217,352381
217,11548
217,352382
217,11428
217,352383
217,352384
217,352385
217,352386
217,55278
217,21641
217,85128
217,352387
217,14633
217,28226
217,352388
217,352389
217,352390
217,59309
217,352391
217,352392
217,352393
217,352394
217,352395
217,52155
217,47002
217,352396
217,32092
